Domain,Complaint/ Opinion,Complaint Label,Severity level,Sentiment,Emotion
Transaction Fail,@TheOfficialSBI @HDFC_Bank @HDFCBank_Cares The UPI transaction made through SBI e-pay gateway has failed. But the amount of 1000 rupees has been deducted from HDFC bank account. The UTR is : 200301563218,1,No explicit reproach,negative,sadness
Transaction Fail,Dear Sir/Medam. @HDFCBank_Cares @HDFC_Bank I am payed on HDFC PayZapp money was sended my friend money deducted my account but receiver account not credited&amp;Refunded. Unable to view details this transaction trying raise a request. more than 7 days ago please look into this issue https://t.co/spN8K9Hn9f,1,No explicit reproach,negative,sadness
Transaction Fail,"@HDFCBank_Cares :: 
For fraud transactions HDFC just failed to help and support. Please share relevant mail ID for transaction dispute 

""UPI.TransactionDispute@in.hdfcbank.com"" does not work at all",1,Accusation,negative,anger
Transaction Fail,"@HDFCBank_Cares my issue related to loading an online wallet with my forex card still persists. It keeps giving me ""Transaction declined from Bank"" error.",1,No explicit reproach,negative,sadness
Transaction Fail,@HDFC_Bank @HDFCBank_Cares  i made a transaction on @CareMagicpin app and they initiated refund of that transaction on same day but till now i haven't received at https://t.co/Ciimub31AI,1,Blame,negative,sadness
Transaction Fail,"@HDFCBank_Cares Hey, recently, I am noticing that, a charge is being levied for every IMPS transaction that is being initiated either from mobile banking/internet banking. Earlier, no such charges were being levied. Any information on this?",1,No explicit reproach,negative,sadness
Transaction Fail,"@HDFCBank_Cares I have sent you my all the details , its a Matter of my loyalty points not any transaction.",1,No explicit reproach,negative,sadness
Transaction Fail,"@UPI_NPCI I have already contacted the Bank @HDFCBank_Cares @HDFC_Bank but the representative is saying that the Transaction is done through UPI using Phone pay and Bank is only responsible for Transactions through Net Banking only, this is really disappointing words from HDFC",1,Disapproval,negative,anger
Transaction Fail,@HDFCBank_Cares Sir. Unable to open transaction And Decline &amp; Accept https://t.co/m09jRDtraw,1,Disapproval,negative,sadness
Transaction Fail,"@HDFCBank_Cares How can I confirm now? I didn't know bank will need evidence in the form of screenshot of every transaction like a court of law. Your system should have it too.
""https://t.co/QKqmnUGFHT""",1,No explicit reproach,negative,sadness
Transaction Fail,"@HDFCBank_Cares once again, you are competent enough to show how you can complicate a simple way of connecting to your customer. Can't get through your account department for a simple transaction detail. It's been 2 hrs. Kudos keep up the name of Indian banking system.",1,Blame,negative,anger
Transaction Fail,@HDFCBank_Cares This is regarding Reference query 21365665964. Merchant has refunded money on 23-11-21. We have sent merchants email with the refund transaction number and still HDFC is taking too long to reflect the refund. On top that they want us to pay the disputed amount too,1,Blame,negative,sadness
Transaction Fail,"@HDFCBank_Cares Hi, HDFC Bank today 3 Jan 2022 from 20:29 pm to 21:00 PM
I've received 50 continuous SMS messages for the transaction which I did at 5:00 PM on 3-Jan-2022.
As. per customer care they are not aware why these messages are coming.
Kindly look into issue.",1,Disapproval,negative,sadness
Transaction Fail,@HDFC_Bank @HDFCBank_Cares I do not even have a bank account in your bank but still receiving the transaction updates for some other account holder.. mail box is getting spammed with your mails.. please look into this,1,Disapproval,negative,sadness
Transaction Fail,"@HDFCBank_Cares HDFC PG is pathetic same as HDFC UPI services, I did 2 transactions in last 2 days and both failed but money deducted from my CC then I used Billdesk and it worked. Irony is there is no transaction ID generated for my failed transactions.. Setting worst example",1,Disapproval,negative,anger
Transaction Fail,"@HDFCBank_Cares @YatraOfficial 
Done a transaction via credit card on 22/10/2021 and the transaction was cancelled from the vendor side.Refund was initiated correctly.But again in the month of December statement the same amount was debited. This is a clear case of financial fraud",1,Blame,negative,anger
Transaction Fail,"@HDFCBank_Cares Thank you for your response,
I already registered with UPI till 31 Dec 2020 it was working fine, suddenly it is showing error and transaction getting failed. There is some issue from bank side",1,Blame,negative,sadness
Transaction Fail,"#hdfcbank #creditcard The Digital Experience even for a simple transaction like credit card limit enhancement takes ages, the page keeps refreshing or loading .... not sure what the marketing folks are upto. @HDFC_Bank @HDFCBank_Offers @HDFCBank_Cares @RBI",1,Blame,negative,sadness
Transaction Fail,Hey @HDFC_Bank @HDFCBank_Cares you temporarily blocked my credit card in my first transaction itself!!! What's the procedure to unblock the card cuz your customer care on call sucks!,1,Blame,negative,disgust
Transaction Fail,can you STOP promotional emails? this is so unethical and STUPID to email customers about every transaction to be converted into EMI @HDFC_Bank @HDFCBank_Cares every time i unsubscribe it doesn't stop? what kind of idiotic marketing team do you have?,1,Blame,negative,anger
Transaction Fail,@HDFC_Bank @HDFCBank_Cares Today in my first UPI transaction getting this error. I am facing this problem consistently. How to survive in #DigitalIndia?  #CustomerService #hdfcbank #badservice  #Banking #UPI #googlepay #payments https://t.co/489E4TCrRr,1,Disapproval,negative,sadness
Transaction Fail,@HDFCBank_Cares what is the timing for the transaction in @HDFC_Bank ?,1,No explicit reproach,neutral,other
Transaction Fail,@HDFCBank_Cares @HDFCBankNews @HDFC_Bank I have added my hdfc credit card to mobiqkick the transaction was filed but amount got debited .and they have refund the amount but not showing in credit card plese check and refund my account as soon as,1,No explicit reproach,negative,sadness
Transaction Fail,"@Ramoji_FilmCity  But i didn't receive tickets either my mail or mobile. @HDFCBank_Cares , can do i file dispute on this transaction payments made via UPI. please advise",1,No explicit reproach,negative,sadness
Transaction Fail,@MobiKwikSWAT My question is you said @HDFCBank_Cares  will take 45 days for normal transaction from mobikwik to @HDFC_Bank is that so? I transaction was made from mobikwik to HDFC on Dec 7 but still I didn't get my money.. Where it went @MobiKwikSWAT @HDFCBank_Cares ??,1,Accusation,negative,sadness
Transaction Fail,@MobiKwikSWAT Wat you have said is @HDFCBank_Cares will take 45 days for a normal transaction from @MobiKwik is that true @HDFCBank_Cares ??,1,Blame,negative,sadness
Transaction Fail,@HDFCBank_Cares @HDFCBank_Cares mobikwik is telling with this chargeback id 20211125630799 you can find the transaction details..@MobiKwikSWAT is telling the money has been sent to the bank and I need to check with the bank.. This is my complaint number 085-324-053,1,No explicit reproach,negative,sadness
Transaction Fail,"@HDFCBank_Cares I trying Credit card transaction convert EMI but showing this issue 

Please check and answer me please check attachment https://t.co/XnTSdHazkf",1,No explicit reproach,negative,sadness
Transaction Fail,"Fraud transaction on HDFC Credit Card by a Merchant named APPLE.COMBILL and PRIVATEFAMILY. 
I have came across similar cases in consumer forum .This fraud is much frequent in HDFC bank.
@cyber @HDFCBank_Cares @HDFC_Bank",1,Accusation,negative,anger
Transaction Fail,Every transaction via my @HDFCBank_Cares @HDFC_Bank account requires an OTP. But the OTP never reaches my phone or my mail! Wtf! #hdfcbanksucks #hdfcbank #banks #India,1,Disapproval,negative,anger
Transaction Fail,"@HDFCBank_Cares 
Hello team..  There were 2 transactions still not received.. One was refund from irctc and other failed transaction from phonepe. 
Kindly check at the earliest and do the needful.  It is more than 5days no refund. One is 305 and other 474.72. https://t.co/nFSXcxlGhp",1,Blame,negative,sadness
Transaction Fail,@HDFCBank_Cares - your TF for Bank or cards is not working. Unable to confirm transaction. Really frustrating start to 2022.,1,Disapproval,negative,sadness
Transaction Fail,@HDFC_Bank @HDFCBank_Cares transaction with UPI reference no 200183797028 is in pending status. Amount has been paid in cash to vendor. Please get this amount refunded asap,1,No explicit reproach,negative,sadness
Transaction Fail,"FRAUD transaction is not being refunded by @HDFCBank_Cares, replying to email that it's a genuine transaction !
My car was 350+ KMs away from mentioned tollgate when the transaction sms was received and never passed via this tollgate as far as I remember !
#HDFCFASTTAGFRAUD",1,Accusation,negative,sadness
Transaction Fail,"@HDFCBank_Cares @HDFC_Bank 
Yesterday on 31.12.2021 I did a upi transfer of Rs 2800 but my transaction got timed out. (Upi Ref no. - 136595765014) 
Rs 2800 got debited from my account and the transaction status is still pending.kindly resolve it and refund my money https://t.co/NLz4EFi9RM",1,Blame,negative,sadness
Transaction Fail,@HDFCBank_Cares trying to reach your customer care to report an unauthorised transaction from my debit card but can't get through any one pls contact on 9892227839,1,Blame,negative,sadness
Transaction Fail,@HDFCBank_Cares @RBI @RajCMO fraud at its peak at private sector banks. Bank employee who opened my a/c deposited 1000/- from his pocket in my name (if some transaction is done monthly basis person who opened the a/c will get credit points that help in his/her promotions,1,Blame,negative,sadness
Transaction Fail,@HDFCBank_Cares.@RBI @RBIsays  Both @MobiKwik and @HDFC_Bank were  not able to find the transaction i have made even though i have all the transaction details they were not able to find my missing money for the past 1 month.,1,Blame,negative,sadness
